french,wolof
Tout être humain est le résultat d'un père et une mère.,Tout être humain est le résultat d'un père et une mère.
"On peut ne pas les reconnaître, ne pas les aimer, on peut douter d'eux.","On peut ne pas les reconnaître, ne pas les aimer, on peut douter d'eux."
"Mais ils sont là, avec leur visage, leurs attitudes, leurs manières et leurs manies, leurs illusions, leurs espoirs, la forme de leurs mains et de leurs doigts de pied, la couleur de leurs yeux et de leurs cheveux, leur façon de parler, leurs pensées, probablement l'âge de leur mort, tout cela est passé en nous.","Mais ils sont là, avec leur visage, leurs attitudes, leurs manières et leurs manies, leurs illusions, leurs espoirs, la forme de leurs mains et de leurs doigts de pied, la couleur de leurs yeux et de leurs cheveux, leur façon de parler, leurs pensées, probablement l'âge de leur mort, tout cela est passé en nous."
"J'ai longtemps rêvé que ma mère était noire. Je m'étais inventé une histoire, un passé, pour fuir la réalité à mon retour d'Afrique, dans ce pays, dans cette ville où je ne connaissais personne, où j'étais devenu un étranger.","J'ai longtemps rêvé que ma mère était noire. Je m'étais inventé une histoire, un passé, pour fuir la réalité à mon retour d'Afrique, dans ce pays, dans cette ville où je ne connaissais personne, où j'étais devenu un étranger."
"Puis j'ai découvert, lorsque mon père, à l'âge de la retraite, est revenu vivre avec nous en France, que c'était lui l'Africain.","Puis j'ai découvert, lorsque mon père, à l'âge de la retraite, est revenu vivre avec nous en France, que c'était lui l'Africain."
Cela a été difficile à admettre.,Cela a été difficile à admettre.
"Il m'a fallu retourner en arrière, recommencer, essayer de comprendre.","Il m'a fallu retourner en arrière, recommencer, essayer de comprendre."
"En souvenir de cela, j'ai écrit ce petit livre.","En souvenir de cela, j'ai écrit ce petit livre."
"De ce visage que j'ai reçu à ma naissance, j'ai des choses à dire.","De ce visage que j'ai reçu à ma naissance, j'ai des choses à dire."
"D'abord, qu'il m'a fallu l'accepter.","D'abord, qu'il m'a fallu l'accepter."
Affirmer que je ne l'aimais pas serait lui donner une importance qu'il n'avait pas quand j'étais enfant.,Affirmer que je ne l'aimais pas serait lui donner une importance qu'il n'avait pas quand j'étais enfant.
"Je ne le haïssais pas, je l'ignorais, je l'évitais. Je ne le regardais pas dans les miroirs.","Je ne le haïssais pas, je l'ignorais, je l'évitais. Je ne le regardais pas dans les miroirs."
"Pendant des années, je crois que je ne l'ai jamais vu.","Pendant des années, je crois que je ne l'ai jamais vu."
"Sur les photos, je détournais les yeux, comme si quelqu'un d'autre s'était substitué à moi.","Sur les photos, je détournais les yeux, comme si quelqu'un d'autre s'était substitué à moi."
"À l'âge de huit ans à peu près, j'ai vécu en Afrique de l'Ouest, au Nigeria, dans une région assez isolée où, hormis mon père et ma mère, il n'y avait pas d'Européens, et où l'humanité, pour l'enfant que j'étais, se composait uniquement d'Ibos et de Yoroubas.","À l'âge de huit ans à peu près, j'ai vécu en Afrique de l'Ouest, au Nigeria, dans une région assez isolée où, hormis mon père et ma mère, il n'y avait pas d'Européens, et où l'humanité, pour l'enfant que j'étais, se composait uniquement d'Ibos et de Yoroubas."
"Dans la case que nous habitions (le mot case a quelque chose de colonial qui peut aujourd'hui choquer, mais qui décrit bien le logement de fonction que l'Angleterre avait prévu pour les médecins militaires, une dalle de ciment pour le sol, quatre murs de parpaing sans crépi, un toit de tôle ondulée recouvert de feuilles, aucune décoration, des hamacs accrochés aux murs pour servir de lits et, seule concession au luxe, une douche reliée par des tubes de fer à un réservoir sur le toit que chauffait le soleil), dans cette case, donc, il n'y avait pas de miroirs, pas de tableaux, rien qui pût nous rappeler le monde où nous avions vécu jusque-là. Un crucifix que mon père avait accroché au mur, mais sans représentation humaine. C'est là que j'ai appris à oublier. Il me semble que c'est de l'entrée dans cette case, à Ogoja, que date l'effacement de mon visage, et des visages de tous ceux qui étaient autour de moi.","Dans la case que nous habitions (le mot case a quelque chose de colonial qui peut aujourd'hui choquer, mais qui décrit bien le logement de fonction que l'Angleterre avait prévu pour les médecins militaires, une dalle de ciment pour le sol, quatre murs de parpaing sans crépi, un toit de tôle ondulée recouvert de feuilles, aucune décoration, des hamacs accrochés aux murs pour servir de lits et, seule concession au luxe, une douche reliée par des tubes de fer à un réservoir sur le toit que chauffait le soleil), dans cette case, donc, il n'y avait pas de miroirs, pas de tableaux, rien qui pût nous rappeler le monde où nous avions vécu jusque-là. Un crucifix que mon père avait accroché au mur, mais sans représentation humaine. C'est là que j'ai appris à oublier. Il me semble que c'est de l'entrée dans cette case, à Ogoja, que date l'effacement de mon visage, et des visages de tous ceux qui étaient autour de moi."
"De ce temps, pour ainsi dire consécutivement, date l'apparition des corps.","De ce temps, pour ainsi dire consécutivement, date l'apparition des corps."
"Mon corps, le corps de ma mère, le corps de mon frère, le corps des jeunes garçons du voisinage avec qui je jouais, le corps des femmes africaines dans les chemins, autour de la maison, ou bien au marché, près de la rivière.","Mon corps, le corps de ma mère, le corps de mon frère, le corps des jeunes garçons du voisinage avec qui je jouais, le corps des femmes africaines dans les chemins, autour de la maison, ou bien au marché, près de la rivière."
"Leur stature, leurs seins lourds, la peau luisante de leur dos.","Leur stature, leurs seins lourds, la peau luisante de leur dos."
"Le sexe des garçons, leur gland rose circoncis.","Le sexe des garçons, leur gland rose circoncis."
"Des visages sans doute, mais comme des masques de cuir, endurcis, couturés de cicatrices, de marques rituelles.","Des visages sans doute, mais comme des masques de cuir, endurcis, couturés de cicatrices, de marques rituelles."
"Les ventres saillants, le bouton du nombril pareil à un galet cousu sous la peau.","Les ventres saillants, le bouton du nombril pareil à un galet cousu sous la peau."
"L'odeur des corps aussi, le toucher, la peau non pas rude mais chaude et légère, hérissée de milliers de poils.","L'odeur des corps aussi, le toucher, la peau non pas rude mais chaude et légère, hérissée de milliers de poils."
"J'ai cette impression de la grande proximité, du nombre des corps autour de moi, quelque chose que je n'avais pas connu auparavant, quelque chose de nouveau et de familier à la fois, qui excluait la peur.","J'ai cette impression de la grande proximité, du nombre des corps autour de moi, quelque chose que je n'avais pas connu auparavant, quelque chose de nouveau et de familier à la fois, qui excluait la peur."
"En Afrique, l'impudeur des corps était magnifique.","En Afrique, l'impudeur des corps était magnifique."
"Elle donnait du champ, de la profondeur, elle multipliait les sensations, elle tendait un réseau humain autour de moi.","Elle donnait du champ, de la profondeur, elle multipliait les sensations, elle tendait un réseau humain autour de moi."
"Elle s'harmonisait avec le pays Ibo, avec le tracé de la rivière Aiya, avec les cases du village, leurs toits couleur fauve, leurs murs couleur de terre.","Elle s'harmonisait avec le pays Ibo, avec le tracé de la rivière Aiya, avec les cases du village, leurs toits couleur fauve, leurs murs couleur de terre."
"Elle brillait dans ces noms qui entraient en moi et qui signifiaient beaucoup plus que des noms de lieux : Ogoja, Abakaliki, Enugu, Baterik, Ogrude, Obubra.","Elle brillait dans ces noms qui entraient en moi et qui signifiaient beaucoup plus que des noms de lieux : Ogoja, Abakaliki, Enugu, Baterik, Ogrude, Obubra."
Elle imprégnait la muraille de la forêt pluvieuse qui nous enserrait de toutes parts.,Elle imprégnait la muraille de la forêt pluvieuse qui nous enserrait de toutes parts.
"Quand on est enfant, on n'use pas de mots (et les mots ne sont pas usés).","Quand on est enfant, on n'use pas de mots (et les mots ne sont pas usés)."
"Je suis en ce temps-là très loin des adjectifs, des substantifs.","Je suis en ce temps-là très loin des adjectifs, des substantifs."
"Je ne peux pas dire ni même penser : admirable, immense, puissance.","Je ne peux pas dire ni même penser : admirable, immense, puissance."
Mais je suis capable de le ressentir.,Mais je suis capable de le ressentir.
"À quel point les arbres aux troncs rectilignes s'élancent vers la voûte nocturne fermée au-dessus de moi, enfermant comme dans un tunnel la brèche sanglante de la route de latérite qui va d'Ogoja vers Obudu, à quel point dans les clairières des villages je ressens les corps nus, brillants de sueur, les silhouettes larges des femmes, les enfants accrochés à leur hanche, tout cela qui forme un ensemble cohérent, dénué de mensonge.","À quel point les arbres aux troncs rectilignes s'élancent vers la voûte nocturne fermée au-dessus de moi, enfermant comme dans un tunnel la brèche sanglante de la route de latérite qui va d'Ogoja vers Obudu, à quel point dans les clairières des villages je ressens les corps nus, brillants de sueur, les silhouettes larges des femmes, les enfants accrochés à leur hanche, tout cela qui forme un ensemble cohérent, dénué de mensonge."
"L'entrée dans Obudu, je m'en souviens bien : la route sort de l'ombre de la forêt et entre tout droit dans le village, en plein soleil.","L'entrée dans Obudu, je m'en souviens bien : la route sort de l'ombre de la forêt et entre tout droit dans le village, en plein soleil."
"Mon père a arrêté son auto, avec ma mère il doit parler aux officiels.","Mon père a arrêté son auto, avec ma mère il doit parler aux officiels."
"Je suis seul au milieu de la foule, je n'ai pas peur.","Je suis seul au milieu de la foule, je n'ai pas peur."
"Les mains me touchent, passent sur mes bras, sur mes cheveux autour du bord de mon chapeau.","Les mains me touchent, passent sur mes bras, sur mes cheveux autour du bord de mon chapeau."
"Parmi tous ceux qui se pressent autour de moi, il y a une vieille femme, enfin je ne sais pas qu'elle est vieille. Je suppose que c'est d'abord son âge que je remarque, parce qu'elle diffère des enfants nus et des hommes et des femmes habillés plus ou moins à l'occidentale que je vois dans ce pays.","Parmi tous ceux qui se pressent autour de moi, il y a une vieille femme, enfin je ne sais pas qu'elle est vieille. Je suppose que c'est d'abord son âge que je remarque, parce qu'elle diffère des enfants nus et des hommes et des femmes habillés plus ou moins à l'occidentale que je vois dans ce pays."
"Quand ma mère revient (peut-être vaguement inquiète de ce rassemblement), je lui montre cette femme : « Qu'est-ce qu'elle a ? Est-ce qu'elle est malade ? » Je me souviens de cette question que j'ai posée à ma mère. Le corps nu de cette femme, fait de plis, de rides, sa peau comme une outre dégonflée, ses seins allongés et flasques, pendant sur son ventre, sa peau craquelée, ternie, un peu grise, tout cela me semble étrange, et en même temps vrai.","Quand ma mère revient (peut-être vaguement inquiète de ce rassemblement), je lui montre cette femme : « Qu'est-ce qu'elle a ? Est-ce qu'elle est malade ? » Je me souviens de cette question que j'ai posée à ma mère. Le corps nu de cette femme, fait de plis, de rides, sa peau comme une outre dégonflée, ses seins allongés et flasques, pendant sur son ventre, sa peau craquelée, ternie, un peu grise, tout cela me semble étrange, et en même temps vrai."
"Comment aurais-je pu imaginer que cette femme était ma grand-mère ? Et je ressentais non pas de l'horreur ni de la pitié, mais au contraire de l'amour et de l'intérêt, ceux que suscite la vue de la vérité, de la réalité vécue.","Comment aurais-je pu imaginer que cette femme était ma grand-mère ? Et je ressentais non pas de l'horreur ni de la pitié, mais au contraire de l'amour et de l'intérêt, ceux que suscite la vue de la vérité, de la réalité vécue."
"Je me rappelle seulement cette question : « Est-ce qu'elle est malade ? » Elle me brûle encore aujourd'hui étrangement, comme si le temps n'était pas passé.","Je me rappelle seulement cette question : « Est-ce qu'elle est malade ? » Elle me brûle encore aujourd'hui étrangement, comme si le temps n'était pas passé."
